"","external_gene_name","ensembl_gene_id","entrezgene_id","go_id","name_1006"
"162389","AC005692.2","ENSG00000261629",NA,"",""
"162393","AC073878.2","ENSG00000261797",NA,"",""
"162392","AC073878.1","ENSG00000261570",NA,"",""
"162398","AGK","ENSG00000006530",55750,"GO:0016301","kinase activity"
"162394","AC004918.1","ENSG00000244701",NA,"",""
"162396","DENND11","ENSG00000257093",57189,"GO:0005085","guanyl-nucleotide exchange factor activity"
"162395","AC004918.5","ENSG00000270157",NA,"",""
"171333","WEE2-AS1","ENSG00000228775",NA,"",""
"171369","WEE2","ENSG00000214102",494551,"GO:0005634","nucleus"
"171416","SSBP1","ENSG00000106028",6742,"GO:0003697","single-stranded DNA binding"
"171322","TAS2R3","ENSG00000127362",50831,"GO:0007186","G protein-coupled receptor signaling pathway"
"171401","TAS2R4","ENSG00000127364",50832,"GO:0007186","G protein-coupled receptor signaling pathway"
"171661","TAS2R6P","ENSG00000270923",NA,"",""
"173086","TAS2R5","ENSG00000127366",54429,"GO:0007186","G protein-coupled receptor signaling pathway"
"173098","MTCO1P55","ENSG00000241926",NA,"",""
"173099","MTND2P5","ENSG00000224354",NA,"",""
"173100","MTND1P3","ENSG00000239648",NA,"",""
"173101","MYL6P4","ENSG00000240677",NA,"",""
"173260","PRSS37","ENSG00000165076",136242,"GO:0006508","proteolysis"
"173725","OR9A3P","ENSG00000240031",NA,"",""
"173726","OR9A1P","ENSG00000237621",NA,"",""
"175208","MGAM","ENSG00000257335",8972,"GO:0016020","membrane"
"175417","OR9N1P","ENSG00000244292",NA,"",""
"175171","OR9A4","ENSG00000258083",130075,"GO:0007186","G protein-coupled receptor signaling pathway"
"175181","CLEC5A","ENSG00000258227",23601,"GO:0016020","membrane"
"175418","TAS2R38","ENSG00000257138",5726,"GO:0007186","G protein-coupled receptor signaling pathway"
"176404","MGAM2","ENSG00000257743",93432,"GO:0005975","carbohydrate metabolic process"
"176583","MOXD2P","ENSG00000240268",NA,"",""
"177355","PRSS58","ENSG00000258223",136541,"GO:0006508","proteolysis"
"177419","AC245088.1","ENSG00000186163",NA,"",""
"177642","TRBV1","ENSG00000242736",NA,"",""
"177643","TRBV2","ENSG00000226660",NA,"GO:0016020","membrane"
"177784","TRBV3-1","ENSG00000237702",NA,"GO:0016020","membrane"
"177790","TRBV4-1","ENSG00000211710",NA,"GO:0016020","membrane"
"177796","TRBV5-1","ENSG00000211734",NA,"GO:0016020","membrane"
"177823","TRBV6-1","ENSG00000211706",NA,"GO:0016020","membrane"
"177836","TRBV7-1","ENSG00000211707",NA,"GO:0007166","cell surface receptor signaling pathway"
"177838","TRBV4-2","ENSG00000211745",NA,"GO:0016020","membrane"
"178199","TRBV5-7","ENSG00000211731",NA,"GO:0007166","cell surface receptor signaling pathway"
"178193","TRBV7-7","ENSG00000253291",NA,"GO:0016020","membrane"
"178116","TRBV6-8","ENSG00000253534",NA,"GO:0016020","membrane"
"178110","TRBV5-6","ENSG00000211728",NA,"GO:0016020","membrane"
"178104","TRBV7-6","ENSG00000211727",NA,"GO:0016020","membrane"
"178088","TRBV6-7","ENSG00000253188",NA,"GO:0007166","cell surface receptor signaling pathway"
"178082","TRBV5-5","ENSG00000211725",NA,"GO:0016020","membrane"
"178081","TRBV7-5","ENSG00000227550",NA,"",""
"178075","TRBV6-6","ENSG00000211724",NA,"GO:0016020","membrane"
"178069","TRBV5-4","ENSG00000230099",NA,"GO:0016020","membrane"
"178063","TRBV7-4","ENSG00000253409",NA,"GO:0016020","membrane"
"178049","TRBV6-5","ENSG00000211721",NA,"GO:0016020","membrane"
"178048","TRBV12-2","ENSG00000211739",NA,"",""
"178047","TRBV11-2","ENSG00000241657",NA,"",""
"178031","TRBV10-2","ENSG00000229769",NA,"GO:0016020","membrane"
"178030","TRBV12-1","ENSG00000244661",NA,"",""
"178024","TRBV11-1","ENSG00000211720",NA,"GO:0016020","membrane"
"177992","TRBV10-1","ENSG00000211717",NA,"GO:0016020","membrane"
"177986","TRBV9","ENSG00000211716",NA,"GO:0016020","membrane"
"177984","TRBV5-3","ENSG00000211715",NA,"GO:0007166","cell surface receptor signaling pathway"
"177983","TRBV8-2","ENSG00000239944",NA,"",""
"177981","TRBV7-3","ENSG00000211714",NA,"GO:0007166","cell surface receptor signaling pathway"
"177975","TRBV6-4","ENSG00000211713",NA,"GO:0016020","membrane"
"177974","TRBV8-1","ENSG00000243889",NA,"",""
"178573","TRBV19","ENSG00000211746",NA,"GO:0016020","membrane"
"178580","TRBV20-1","ENSG00000211747",NA,"GO:0016020","membrane"
"178586","TRBV21-1","ENSG00000251578",NA,"",""
"178618","TRBV22-1","ENSG00000240578",NA,"",""
"178619","TRBV23-1","ENSG00000211749",NA,"GO:0007166","cell surface receptor signaling pathway"
"178621","TRBV24-1","ENSG00000211750",NA,"GO:0016020","membrane"
"178627","MTRNR2L6","ENSG00000270672",100463482,"GO:0005737","cytoplasm"
"179130","TRBC1","ENSG00000211751",NA,"",""
"178699","TRBVB","ENSG00000241911",NA,"",""
"178704","TRBV27","ENSG00000211752",NA,"GO:0016020","membrane"
"178710","TRBV28","ENSG00000211753",NA,"GO:0016020","membrane"
"178716","PGBD4P1","ENSG00000244273",NA,"",""
"178717","TRBV29-1","ENSG00000232869",NA,"GO:0016020","membrane"
"178867","PRSS1","ENSG00000204983",5644,"GO:0006508","proteolysis"
"179000","PRSS3P1","ENSG00000250591",NA,"",""
"179001","WBP1LP1","ENSG00000243661",NA,"",""
"179131","TRBJ2-1","ENSG00000211764",NA,"GO:0016020","membrane"
"179136","TRBJ2-2","ENSG00000211765",NA,"",""
"179311","TRBJ2-3","ENSG00000211767",NA,"GO:0016020","membrane"
"179316","TRBJ2-4","ENSG00000211768",NA,"",""
"179317","TRBJ2-5","ENSG00000211769",NA,"",""
"179515","TRBJ2-6","ENSG00000211770",NA,"",""
"179516","TRBJ2-7","ENSG00000211771",NA,"GO:0016020","membrane"
"179521","TRBC2","ENSG00000211772",NA,"",""
"179522","TRBV30","ENSG00000237254",NA,"GO:0016020","membrane"
"179836","EPHB6","ENSG00000106123",2051,"GO:0016021","integral component of membrane"
"156262","TRPV6","ENSG00000165125",55503,"GO:0016021","integral component of membrane"
"156713","TRPV5","ENSG00000127412",56302,"GO:0016021","integral component of membrane"
"156936","LLCFC1","ENSG00000165131",135927,"",""
"157022","KEL","ENSG00000197993",3792,"GO:0006508","proteolysis"
"157081","OR9A2","ENSG00000179468",135924,"GO:0007186","G protein-coupled receptor signaling pathway"
"157091","OR9P1P","ENSG00000239293",NA,"",""
"157350","OR6V1","ENSG00000225781",346517,"GO:0007186","G protein-coupled receptor signaling pathway"
"157360","OR6W1P","ENSG00000179420",NA,"",""
"157621","PIP","ENSG00000159763",5304,"GO:0005576","extracellular region"
"157717","TAS2R39","ENSG00000236398",259285,"GO:0007186","G protein-coupled receptor signaling pathway"
"157852","TAS2R40","ENSG00000221937",259286,"GO:0007186","G protein-coupled receptor signaling pathway"
"159729","GSTK1","ENSG00000197448",373156,"GO:0015035","protein disulfide oxidoreductase activity"
"159728","AC073342.1","ENSG00000231840",NA,"",""
"159724","TMEM139","ENSG00000178826",135932,"GO:0016020","membrane"
"161896","CASP2","ENSG00000106144",835,"GO:0042981","regulation of apoptotic process"
"152897","RN7SL535P","ENSG00000239419",NA,"",""
"152858","RN7SL481P","ENSG00000240322",NA,"",""
"162118","HINT1P1","ENSG00000231531",NA,"",""
"164978","CLCN1","ENSG00000188037",1180,"GO:0016020","membrane"
"165715","FAM131B","ENSG00000159784",9715,"GO:0005654","nucleoplasm"
"165829","AC093673.2","ENSG00000272619",NA,"",""
"165830","AC093673.1","ENSG00000232533",NA,"",""
"165930","ZYX","ENSG00000159840",7791,"GO:0003723","RNA binding"
"166028","EPHA1","ENSG00000146904",2041,"",""
"165919","EPHA1-AS1","ENSG00000229153",NA,"",""
"166094","TAS2R62P","ENSG00000234066",NA,"",""
"166017","TAS2R60","ENSG00000185899",338398,"GO:0007186","G protein-coupled receptor signaling pathway"
"165920","TAS2R41","ENSG00000221855",259287,"GO:0007186","G protein-coupled receptor signaling pathway"
"166027","OR2R1P","ENSG00000236853",NA,"",""
"165929","OR10AC1","ENSG00000176510",392133,"",""
"166561","AC073264.1","ENSG00000229977",NA,"",""
"166562","PAICSP5","ENSG00000229877",NA,"",""
"152827","RNU6-162P","ENSG00000252037",NA,"",""
"166563","TCAF1P1","ENSG00000223459",NA,"",""
"166564","TCAF2","ENSG00000170379",285966,"GO:0016020","membrane"
"166861","TCAF2P1","ENSG00000159860",NA,"",""
"166863","AC099548.2","ENSG00000253882",NA,"",""
"166852","CTAGE6","ENSG00000271321",340307,"GO:0016020","membrane"
"166864","PAICSP6","ENSG00000241136",NA,"",""
"166862","AC099548.1","ENSG00000232145",NA,"",""
"166961","TCAF1","ENSG00000198420",9747,"GO:0016020","membrane"
"167151","OR2F2","ENSG00000221910",135948,"GO:0007186","G protein-coupled receptor signaling pathway"
"167190","OR2F1","ENSG00000213215",26211,"GO:0007186","G protein-coupled receptor signaling pathway"
"167202","CAPZA1P5","ENSG00000270729",NA,"",""
"167201","OR2Q1P","ENSG00000273377",NA,"",""
"167203","SLC16A1P1","ENSG00000242280",NA,"",""
"167224","OR6B1","ENSG00000221813",135946,"GO:0007186","G protein-coupled receptor signaling pathway"
"167234","OR2A5","ENSG00000221836",393046,"GO:0007186","G protein-coupled receptor signaling pathway"
"167245","OR2A25","ENSG00000221933",392138,"GO:0007186","G protein-coupled receptor signaling pathway"
"167331","OR2A12","ENSG00000221858",346525,"GO:0007186","G protein-coupled receptor signaling pathway"
"167341","OR2A2","ENSG00000221989",442361,"GO:0007186","G protein-coupled receptor signaling pathway"
"167351","OR2A15P","ENSG00000239981",NA,"",""
"167352","OR2A14","ENSG00000221938",135941,"GO:0007186","G protein-coupled receptor signaling pathway"
"167362","OR2A13P","ENSG00000273234",NA,"",""
"167363","OR2A3P","ENSG00000183122",NA,"",""
"167364","OR2AO1P","ENSG00000240621",NA,"",""
"167418","ARHGEF35","ENSG00000213214",445328,"",""
"167365","ARHGEF35-AS1","ENSG00000244198",NA,"",""
"167407","OR2A42","ENSG00000212807",402317,"GO:0007186","G protein-coupled receptor signaling pathway"
"167417","OR2A20P","ENSG00000170356",NA,"",""
"167366","OR2A1-AS1","ENSG00000244479",NA,"",""
"167427","OR2A7","ENSG00000243896",401427,"GO:0007186","G protein-coupled receptor signaling pathway"
"167420","CTAGE8","ENSG00000244693",100142659,"GO:0016020","membrane"
"167419","ARHGEF34P","ENSG00000204959",NA,"",""
"167377","OR2A9P","ENSG00000228960",NA,"",""
"167367","OR2A1","ENSG00000221970",346528,"GO:0007186","G protein-coupled receptor signaling pathway"
"167378","ARHGEF5","ENSG00000050327",7984,"",""
"168921","NOBOX","ENSG00000106410",135935,"GO:0003677","DNA binding"
"168956","PPIAP83","ENSG00000242978",NA,"",""
"152556","RNU6ATAC40P","ENSG00000221507",NA,"",""
"168957","TPK1","ENSG00000196511",27010,"",""
"169009","EEF1A1P10","ENSG00000243746",NA,"",""
"168887","EI24P4","ENSG00000236343",NA,"",""
"168886","AC073310.1","ENSG00000214035",NA,"",""
"168885","RPL7P59","ENSG00000225918",NA,"",""
"168884","DPY19L4P2","ENSG00000231839",NA,"",""
"168883","AC006007.1","ENSG00000230746",NA,"",""
"171286","CNTNAP2","ENSG00000174469",26047,"",""
"171285","CNTNAP2-AS1","ENSG00000236795",NA,"",""
"171435","RANP2","ENSG00000232391",NA,"",""
"171284","AC005518.1","ENSG00000230190",NA,"",""
"152818","RN7SL456P","ENSG00000242266",NA,"",""
"152669","AC083849.1","ENSG00000199370",NA,"",""
"172640","AC005229.2","ENSG00000213210",NA,"",""
"172641","C7orf33","ENSG00000170279",202865,"",""
"172642","AC005229.1","ENSG00000213209",NA,"",""
"172800","AC005229.4","ENSG00000273314",NA,"",""
"172669","CUL1","ENSG00000055130",8454,"GO:0006511","ubiquitin-dependent protein catabolic process"
"175333","EZH2","ENSG00000106462",2146,"GO:0018024","histone-lysine N-methyltransferase activity"
"152722","RN7SL569P","ENSG00000239468",NA,"",""
"152767","RNY4","ENSG00000252316",NA,"",""
"152906","RNY1","ENSG00000201098",NA,"",""
"177496","PDIA4","ENSG00000155660",9601,"GO:0045454","cell redox homeostasis"
"177783","COX6B1P1","ENSG00000234565",NA,"",""
"177829","ZNF786","ENSG00000197362",136051,"GO:0003676","nucleic acid binding"
"177899","ZNF425","ENSG00000204947",155054,"GO:0006355","regulation of transcription, DNA-templated"
"152660","RN7SL521P","ENSG00000240877",NA,"",""
"178055","ZNF398","ENSG00000197024",57541,"GO:0003676","nucleic acid binding"
"178786","AC004890.1","ENSG00000239719",NA,"",""
"179082","ZNF282","ENSG00000170265",8427,"GO:0006355","regulation of transcription, DNA-templated"
"179661","ZNF212","ENSG00000170260",7988,"GO:0006355","regulation of transcription, DNA-templated"
"179855","ZNF783","ENSG00000204946",100289678,"GO:0006355","regulation of transcription, DNA-templated"
"179909","AC004890.3","ENSG00000271664",NA,"",""
"179899","AC004890.2","ENSG00000244560",NA,"",""
"180319","AC004941.2","ENSG00000231397",NA,"",""
"180321","NPM1P12","ENSG00000215311",NA,"",""
"180339","AC004941.1","ENSG00000228151",NA,"",""
"180340","AC073314.1","ENSG00000261842",NA,"",""
"180520","ZNF777","ENSG00000196453",27153,"GO:0006355","regulation of transcription, DNA-templated"
"180588","ZNF746","ENSG00000181220",155061,"GO:0006355","regulation of transcription, DNA-templated"
"180811","ZNF767P","ENSG00000133624",NA,"",""
"182092","KRBA1","ENSG00000133619",84626,"",""
"182697","ZNF467","ENSG00000181444",168544,"",""
"182859","SSPO","ENSG00000197558",NA,"",""
"183430","ZNF862","ENSG00000106479",643641,"GO:0006355","regulation of transcription, DNA-templated"
"183439","AC004877.1","ENSG00000273419",NA,"",""
"183635","ATP6V0E2-AS1","ENSG00000204934",NA,"",""
"183610","ATP6V0E2","ENSG00000171130",155066,"GO:0015078","proton transmembrane transporter activity"
"183634","AC093458.1","ENSG00000273293",NA,"",""
"183609","AC092681.3","ENSG00000273011",NA,"",""
"183633","AC092681.1","ENSG00000224016",NA,"",""
"184622","AC092681.2","ENSG00000260555",NA,"",""
"185477","AC092666.1","ENSG00000241449",NA,"",""
"170181","ACTR3C","ENSG00000106526",653857,"GO:0005524","ATP binding"
"170237","LRRC61","ENSG00000127399",65999,"GO:0005515","protein binding"
"170236","ZBED6CL","ENSG00000188707",113763,"",""
"170200","RARRES2","ENSG00000106538",5919,"",""
"170180","AC005586.2","ENSG00000261305",NA,"",""
"171957","AC005586.1","ENSG00000240449",NA,"",""
"171895","REPIN1","ENSG00000214022",29803,"GO:0003677","DNA binding"
"171958","ZNF775","ENSG00000196456",285971,"GO:0003676","nucleic acid binding"
"171955","AC073111.1","ENSG00000239377",NA,"",""
"172668","LINC00996","ENSG00000242258",NA,"",""
"172726","GIMAP8","ENSG00000171115",155038,"GO:0005525","GTP binding"
"172734","AC073111.2","ENSG00000271582",NA,"",""
"172735","STRADBP1","ENSG00000213205",NA,"",""
"172736","GIMAP7","ENSG00000179144",168537,"GO:0005525","GTP binding"
"172766","ALDH7A1P3","ENSG00000243853",NA,"",""
"172767","GIMAP4","ENSG00000133574",55303,"GO:0005525","GTP binding"
"172775","AC069304.1","ENSG00000232361",NA,"",""
"172776","GIMAP6","ENSG00000133561",474344,"GO:0005525","GTP binding"
"172913","AC069304.2","ENSG00000270990",NA,"",""
"172943","GIMAP2","ENSG00000106560",26157,"",""
"172968","GIMAP1","ENSG00000213203",170575,"GO:0005525","GTP binding"
"172977","GIMAP5","ENSG00000196329",55340,"GO:0005525","GTP binding"
"172967","GIMAP3P","ENSG00000177590",NA,"",""
"172988","BET1P1","ENSG00000241134",NA,"",""
"173727","TMEM176B","ENSG00000106565",28959,"GO:0016021","integral component of membrane"
"173794","TMEM176A","ENSG00000002933",55365,"GO:0016021","integral component of membrane"
"174904","AOC1","ENSG00000002726",26,"GO:0055114","oxidation-reduction process"
"175724","KCNH2","ENSG00000055118",3757,"GO:0016020","membrane"
"179688","NOS3","ENSG00000164867",4846,"GO:0050660","flavin adenine dinucleotide binding"
"179633","ATG9B","ENSG00000181652",285973,"",""
"181775","ABCB8","ENSG00000197150",11194,"",""
"182281","AC010973.1","ENSG00000243433",NA,"",""
"182124","ASIC3","ENSG00000213199",9311,"GO:0016021","integral component of membrane"
"184794","CDK5","ENSG00000164885",1020,"GO:0005524","ATP binding"
"185017","SLC4A2","ENSG00000164889",6522,"GO:0016020","membrane"
"185014","AC010973.2","ENSG00000244151",NA,"",""
"184381","FASTK","ENSG00000164896",10922,"",""
"185137","TMUB1","ENSG00000164897",83590,"GO:0005515","protein binding"
"185623","AGAP3","ENSG00000133612",116988,"",""
"186388","GBX1","ENSG00000164900",2636,"GO:0003677","DNA binding"
"186565","ASB10","ENSG00000146926",136371,"GO:0005515","protein binding"
"186706","ABCF2","ENSG00000033050",10061,"GO:0005524","ATP binding"
"186978","CHPF2","ENSG00000033100",54480,"",""
"186860","SMARCD3","ENSG00000082014",6604,"",""
"186977","AC005486.1","ENSG00000243018",NA,"",""
"153467","NUB1","ENSG00000013374",51667,"GO:0005515","protein binding"
"153398","WDR86","ENSG00000187260",349136,"",""
"153543","WDR86-AS1","ENSG00000243836",NA,"",""
"155064","AC005996.1","ENSG00000241456",NA,"",""
"155060","CRYGN","ENSG00000127377",155051,"",""
"152559","MIR3907","ENSG00000265810",NA,"",""
"152593","RN7SL76P","ENSG00000241959",NA,"",""
"155392","RHEB","ENSG00000106615",6009,"GO:0007165","signal transduction"
"155391","ETF1P2","ENSG00000240132",NA,"",""
"158288","PRKAG2","ENSG00000106617",51422,"GO:0032559","adenyl ribonucleotide binding"
"158286","AC093583.1","ENSG00000242048",644090,"",""
"158287","PRKAG2-AS1","ENSG00000239911",NA,"",""
"152683","RNU6-604P","ENSG00000212219",NA,"",""
"161582","GALNTL5","ENSG00000106648",168391,"GO:0016020","membrane"
"161945","GALNT11","ENSG00000178234",63917,"",""
"162014","AC006017.1","ENSG00000229591",NA,"",""
"162037","YBX1P4","ENSG00000213188",NA,"",""
"162985","KMT2C","ENSG00000055609",58508,"GO:0005634","nucleus"
"163101","AC104692.2","ENSG00000270405",NA,"",""
"163103","AC104692.1","ENSG00000204894",NA,"",""
"163100","SEPTIN7P6","ENSG00000241007",NA,"",""
"152899","AC005631.1","ENSG00000253088",NA,"",""
"163102","FABP5P3","ENSG00000241735",NA,"",""
"163468","CCT8L1P","ENSG00000020219",NA,"",""
"163469","LINC01003","ENSG00000261455",NA,"",""
"163470","AC104843.2","ENSG00000231139",NA,"",""
"163494","AC104843.1","ENSG00000225416",NA,"",""
"163495","XRCC2","ENSG00000196584",7516,"",""
"152558","RN7SL811P","ENSG00000265439",NA,"",""
"163528","ATP5PBP3","ENSG00000214003",NA,"",""
"152671","RN7SL845P","ENSG00000244328",NA,"",""
"163814","ACTR3B","ENSG00000133627",57180,"GO:0005524","ATP binding"
"164437","LINC01287","ENSG00000234722",NA,"",""
"165361","DPP6","ENSG00000130226",1804,"GO:0006508","proteolysis"
"165357","AC005588.1","ENSG00000226509",NA,"",""
"165422","AC006019.3","ENSG00000270114",NA,"",""
"165359","AC006019.1","ENSG00000203335",NA,"",""
"165358","AC006019.2","ENSG00000233363",NA,"",""
"165421","AC073336.1","ENSG00000236408",NA,"",""
"170624","PAXIP1-AS2","ENSG00000214106",NA,"",""
"170625","PAXIP1","ENSG00000157212",22976,"GO:0005634","nucleus"
"170623","AC093726.1","ENSG00000272760",NA,"",""
"170791","AC093726.2","ENSG00000273183",NA,"",""
"172203","PAXIP1-AS1","ENSG00000273344",NA,"",""
"172228","HTR5A-AS1","ENSG00000220575",NA,"",""
"172204","HTR5A","ENSG00000157219",3361,"GO:0007186","G protein-coupled receptor signaling pathway"
"172322","AC099552.2","ENSG00000225612",NA,"",""
"172324","AC144652.1","ENSG00000273117",NA,"",""
"172408","INSIG1","ENSG00000186480",3638,"GO:0008203","cholesterol metabolic process"
"172824","BLACE","ENSG00000204960",NA,"",""
"172825","AC008060.1","ENSG00000218672",NA,"",""
"172826","AC008060.4","ENSG00000260426",NA,"",""
"172893","EN2","ENSG00000164778",2020,"GO:0003677","DNA binding"
"172941","CNPY1","ENSG00000146910",285888,"GO:0005783","endoplasmic reticulum"
"172960","AC009403.1","ENSG00000216895",NA,"",""
"172952","RBM33","ENSG00000184863",155435,"GO:0003676","nucleic acid binding"
