"","external_gene_name","ensembl_gene_id","entrezgene_id","go_id","name_1006"
"144423","CRYZP1","ENSG00000233025",NA,"",""
"144387","NAPEPLD","ENSG00000161048",222236,"",""
"144386","AC007683.1","ENSG00000224415",NA,"",""
"144543","RPL23AP95","ENSG00000236848",NA,"",""
"144676","DPY19L2P2","ENSG00000170629",NA,"",""
"144689","S100A11P1","ENSG00000237632",NA,"",""
"146544","PMPCB","ENSG00000105819",9512,"GO:0046872","metal ion binding"
"145686","DNAJC2","ENSG00000105821",27000,"GO:0003677","DNA binding"
"146440","PSMC2","ENSG00000161057",5701,"GO:0036402","proteasome-activating ATPase activity"
"145836","RPS29P16","ENSG00000235354",NA,"",""
"146009","SLC26A5","ENSG00000170615",375611,"GO:0016021","integral component of membrane"
"146543","AC005064.1","ENSG00000234715",NA,"",""
"145837","RELN","ENSG00000189056",5649,"GO:0007417","central nervous system development"
"114056","RN7SKP86","ENSG00000222386",NA,"",""
"141139","ORC5","ENSG00000164815",5001,"GO:0005634","nucleus"
"140554","LHFPL3","ENSG00000187416",375612,"GO:0016020","membrane"
"140553","EIF4BP6","ENSG00000197258",NA,"",""
"141723","LHFPL3-AS1","ENSG00000226869",NA,"",""
"140556","AC091286.1","ENSG00000237606",NA,"",""
"113808","RN7SL8P","ENSG00000243352",NA,"",""
"140557","LHFPL3-AS2","ENSG00000225329",NA,"",""
"116533","AC007384.1","ENSG00000237513",NA,"",""
"116534","LINC01004","ENSG00000228393",NA,"",""
"117049","KMT2E-AS1","ENSG00000239569",NA,"",""
"116875","KMT2E","ENSG00000005483",55904,"GO:0005634","nucleus"
"116552","AC005070.3","ENSG00000272918",NA,"",""
"116582","SRPK2","ENSG00000135250",6733,"",""
"116581","AC005070.1","ENSG00000270764",NA,"",""
"116550","AC005070.2","ENSG00000271482",NA,"",""
"117048","AC004884.1","ENSG00000213361",NA,"",""
"116548","RWDD4P1","ENSG00000244490",NA,"",""
"116549","AC004884.2","ENSG00000242154",NA,"",""
"123569","PUS7","ENSG00000091127",54517,"GO:0003723","RNA binding"
"124960","AC073073.1","ENSG00000223886",NA,"",""
"125009","RINT1","ENSG00000135249",60561,"GO:0005783","endoplasmic reticulum"
"125007","EFCAB10","ENSG00000185055",100130771,"GO:0005509","calcium ion binding"
"125006","AC073073.2","ENSG00000272604",NA,"",""
"125045","YBX1P2","ENSG00000231167",NA,"",""
"129164","ATXN7L1","ENSG00000146776",222255,"GO:0005515","protein binding"
"129166","AC005099.1","ENSG00000226624",NA,"",""
"129614","CDHR3","ENSG00000128536",222256,"",""
"130063","SYPL1","ENSG00000008282",6856,"GO:0016020","membrane"
"130078","DCAF13P1","ENSG00000242562",NA,"",""
"130387","NAMPT","ENSG00000105835",10135,"GO:0003824","catalytic activity"
"130430","AC007032.1","ENSG00000273320",NA,"",""
"130782","LARP1BP2","ENSG00000243438",NA,"",""
"130810","AC004917.1","ENSG00000243797",NA,"",""
"130783","AC005050.1","ENSG00000267052",NA,"",""
"130784","CCDC71L","ENSG00000253276",168455,"GO:0045600","positive regulation of fat cell differentiation"
"130842","LINC02577","ENSG00000228742",NA,"",""
"131085","PIK3CG","ENSG00000105851",5294,"GO:0046854","phosphatidylinositol phosphorylation"
"131500","PRKAR2B","ENSG00000005249",5577,"GO:0008603","cAMP-dependent protein kinase regulator activity"
"131571","PRKAR2B-AS1","ENSG00000243193",NA,"",""
"132604","HBP1","ENSG00000105856",26959,"GO:0006355","regulation of transcription, DNA-templated"
"132083","AC004492.1","ENSG00000272072",NA,"",""
"132288","COG5","ENSG00000164597",10466,"GO:0017119","Golgi transport complex"
"132551","AC002381.1","ENSG00000228341",NA,"",""
"132075","GPR22","ENSG00000172209",2845,"",""
"132689","DUS4L","ENSG00000105865",11062,"",""
"132688","AC004839.2","ENSG00000272854",NA,"",""
"132084","BCAP29","ENSG00000075790",55973,"GO:0016021","integral component of membrane"
"114112","AC004839.1","ENSG00000238832",NA,"",""
"132074","WBP1LP2","ENSG00000250474",NA,"",""
"136312","BANF1P5","ENSG00000225935",NA,"",""
"136313","SLC26A4-AS1","ENSG00000233705",NA,"",""
"136314","SLC26A4","ENSG00000091137",5172,"GO:0016021","integral component of membrane"
"136721","AC002467.1","ENSG00000241764",NA,"",""
"136604","CBLL1","ENSG00000105879",79872,"",""
"138618","SLC26A3","ENSG00000091138",1811,"GO:0055085","transmembrane transport"
"138655","PIGCP2","ENSG00000229626",NA,"",""
"142356","DLD","ENSG00000091140",1738,"GO:0009055","electron transfer activity"
"142515","LAMB1","ENSG00000091136",3912,"",""
"142355","AC005046.2","ENSG00000273055",NA,"",""
"114050","AC005046.1","ENSG00000238297",NA,"",""
"143486","LAMB4","ENSG00000091128",22798,"GO:0007155","cell adhesion"
"144020","NRCAM","ENSG00000091129",4897,"",""
"145919","PNPLA8","ENSG00000135241",50640,"GO:0006629","lipid metabolic process"
"146083","RPL7P32","ENSG00000231006",NA,"",""
"146084","THAP5","ENSG00000177683",168451,"",""
"145901","DNAJB9","ENSG00000128590",4189,"GO:0005737","cytoplasm"
"146811","AC005487.1","ENSG00000225647",NA,"",""
"146813","AC002487.1","ENSG00000270425",NA,"",""
"146814","BUB3P1","ENSG00000227968",NA,"",""
"146815","EIF3IP1","ENSG00000237064",NA,"",""
"146816","RPL3P8","ENSG00000232199",NA,"",""
"146817","AC073114.1","ENSG00000226965",NA,"",""
"147179","IMMP2L","ENSG00000184903",83943,"GO:0016021","integral component of membrane"
"147307","AC073326.1","ENSG00000228540",NA,"",""
"147250","LRRN3","ENSG00000173114",54674,"GO:0005515","protein binding"
"147177","AC003989.2","ENSG00000243621",NA,"",""
"147249","AC003989.1","ENSG00000227948",NA,"",""
"149953","DOCK4","ENSG00000128512",9732,"GO:0005085","guanyl-nucleotide exchange factor activity"
"149951","DOCK4-AS1","ENSG00000225572",NA,"",""
"114004","RNA5SP237","ENSG00000222346",NA,"",""
"149952","AC003080.1","ENSG00000234358",NA,"",""
"149349","ZNF277","ENSG00000198839",11179,"GO:0003676","nucleic acid binding"
"149346","AC004112.1","ENSG00000226851",NA,"",""
"149345","MTND5P8","ENSG00000230999",NA,"",""
"149347","MTND6P24","ENSG00000232922",NA,"",""
"149373","MTCYBP24","ENSG00000236232",NA,"",""
"149541","IFRD1","ENSG00000006652",3475,"",""
"149540","AC079741.1","ENSG00000180019",NA,"",""
"149533","LSMEM1","ENSG00000181016",286006,"GO:0016020","membrane"
"150743","NPM1P14","ENSG00000182965",NA,"",""
"150931","AC002463.1","ENSG00000223646",NA,"",""
"150930","MIPEPP1","ENSG00000225358",NA,"",""
"150915","TMEM168","ENSG00000146802",64418,"GO:0016020","membrane"
"150900","BMT2","ENSG00000164603",154743,"GO:0016740","transferase activity"
"141275","AC018464.1","ENSG00000234520",NA,"",""
"138958","GPR85","ENSG00000164604",54329,"GO:0016020","membrane"
"139148","AC073346.1","ENSG00000225457",NA,"",""
"139086","SMIM30","ENSG00000214194",401397,"GO:0016020","membrane"
"116936","AC073137.1","ENSG00000270997",NA,"",""
"116992","PPP1R3A","ENSG00000154415",5506,"GO:0005515","protein binding"
"118623","FOXP2","ENSG00000128573",93986,"GO:0005634","nucleus"
"118622","AC073626.2","ENSG00000236580",NA,"",""
"113883","RNA5SP238","ENSG00000202334",NA,"",""
"113824","MIR3666","ENSG00000272230",NA,"",""
"120764","MDFIC","ENSG00000135272",29969,"GO:0042308","negative regulation of protein import into nucleus"
"121408","LINC01393","ENSG00000225535",NA,"",""
"121407","RAC1P6","ENSG00000226962",NA,"",""
"122069","AC073901.1","ENSG00000244565",NA,"",""
"113827","SNORA25B","ENSG00000202377",NA,"",""
"122070","AC092590.1","ENSG00000242072",NA,"",""
"122134","AC093714.1","ENSG00000240973",NA,"",""
"122135","AC093714.2","ENSG00000243345",NA,"",""
"122221","TFEC","ENSG00000105967",22797,"GO:0006355","regulation of transcription, DNA-templated"
"122416","TES","ENSG00000135269",26136,"GO:0008270","zinc ion binding"
"122581","AC073130.2","ENSG00000243243",NA,"",""
"122580","AC073130.1","ENSG00000237870",NA,"",""
"122481","CAV2","ENSG00000105971",858,"",""
"122415","AC002066.1","ENSG00000237813",NA,"",""
"125099","CAV1","ENSG00000105974",857,"GO:0070836","caveola assembly"
"125098","AC006159.1","ENSG00000235427",NA,"",""
"125497","AC006159.2","ENSG00000243220",NA,"",""
"125498","COMETT","ENSG00000231210",NA,"",""
"126028","MET","ENSG00000105976",4233,"GO:0005515","protein binding"
"126949","CAPZA2","ENSG00000198898",830,"GO:0016020","membrane"
"127063","AC002543.1","ENSG00000235945",NA,"",""
"114063","AC002543.2","ENSG00000252115",NA,"",""
"114097","RNA5SP239","ENSG00000222150",NA,"",""
"127895","ST7-AS1","ENSG00000227199",NA,"",""
"127891","ST7-OT4","ENSG00000214188",NA,"",""
"127897","AC106873.1","ENSG00000228368",NA,"",""
"127898","TPM3P1","ENSG00000213050",NA,"",""
"127912","ST7","ENSG00000004866",7982,"GO:0016020","membrane"
"127896","ST7-AS2","ENSG00000226367",NA,"",""
"128192","AC002542.1","ENSG00000227532",NA,"",""
"148641","AC006326.1","ENSG00000230785",NA,"",""
"148642","MTND4P6","ENSG00000224042",NA,"",""
"148689","WNT2","ENSG00000105989",7472,"GO:0005102","signaling receptor binding"
"148746","ASZ1","ENSG00000154438",136991,"GO:0005515","protein binding"
"148758","CFTR","ENSG00000001626",1080,"GO:0016021","integral component of membrane"
"148644","CTTNBP2","ENSG00000077063",83992,"GO:0005515","protein binding"
"127824","AC007568.1","ENSG00000224136",NA,"",""
"127825","AC003084.1","ENSG00000234826",NA,"",""
"127827","LSM8","ENSG00000128534",51691,"GO:0000398","mRNA splicing, via spliceosome"
"127918","ANKRD7","ENSG00000106013",56311,"",""
"127949","AC092098.1","ENSG00000230520",NA,"",""
"127950","LINC02476","ENSG00000225546",NA,"",""
"127952","KCND2","ENSG00000184408",3751,"GO:0005515","protein binding"
"127951","AC004888.1","ENSG00000231295",NA,"",""
"128144","TSPAN12","ENSG00000106025",23554,"GO:0016021","integral component of membrane"
"128246","ING3","ENSG00000071243",54556,"GO:0005634","nucleus"
"129162","CPED1","ENSG00000106034",79974,"GO:0005783","endoplasmic reticulum"
"114135","RNA5SP241","ENSG00000212628",NA,"",""
"114118","RNU6-517P","ENSG00000207090",NA,"",""
"129533","WNT16","ENSG00000002745",51384,"GO:0005576","extracellular region"
"129789","FAM3C","ENSG00000196937",10447,"GO:0045721","negative regulation of gluconeogenesis"
"129969","CYCSP19","ENSG00000213310",NA,"",""
"130321","AC074085.2","ENSG00000234985",NA,"",""
"130322","PNPT1P2","ENSG00000233272",NA,"",""
"130617","PTPRZ1","ENSG00000106278",5803,"GO:0005515","protein binding"
"132036","AASS","ENSG00000008311",10157,"",""
"132099","AC006020.1","ENSG00000226636",NA,"",""
"132101","AC015983.2","ENSG00000234418",NA,"",""
"132530","AC015983.1","ENSG00000213302",NA,"",""
"132733","FEZF1","ENSG00000128610",389549,"GO:0003676","nucleic acid binding"
"132732","FEZF1-AS1","ENSG00000230316",NA,"",""
"121822","CADPS2","ENSG00000081803",93664,"GO:0016079","synaptic vesicle exocytosis"
"121739","AC004594.1","ENSG00000240499",NA,"",""
"122108","AC006463.1","ENSG00000225795",NA,"",""
"121821","RPS26P31","ENSG00000235459",NA,"",""
"122109","RNF133","ENSG00000188050",168433,"GO:0016020","membrane"
"121811","RNF148","ENSG00000235631",378925,"GO:0016020","membrane"
"121738","AC004986.1","ENSG00000227573",NA,"",""
"123190","SLC13A1","ENSG00000081800",6561,"GO:0016020","membrane"
"123318","LYPLA1P1","ENSG00000223595",NA,"",""
"123529","IQUB","ENSG00000164675",154865,"GO:0005515","protein binding"
"123528","AC073323.1","ENSG00000232524",NA,"",""
"113812","RNU6-296P","ENSG00000207338",NA,"",""
"124056","NDUFA5","ENSG00000128609",4698,"GO:0022904","respiratory electron transport chain"
"124460","ASB15","ENSG00000146809",142685,"GO:0005515","protein binding"
"124604","LMOD2","ENSG00000170807",442721,"GO:0003779","actin binding"
"124623","WASL","ENSG00000106299",8976,"GO:0007015","actin filament organization"
"158961","AC006333.1","ENSG00000272686",NA,"",""
"152784","RNU6-11P","ENSG00000201104",NA,"",""
"159668","HYAL6P","ENSG00000228211",NA,"",""
"159657","HYAL4","ENSG00000106302",23553,"GO:0005975","carbohydrate metabolic process"
"159770","SPAM1","ENSG00000106304",6677,"GO:0005975","carbohydrate metabolic process"
"159769","AC004690.1","ENSG00000225583",NA,"",""
"159768","AC004690.2","ENSG00000241345",NA,"",""
"159965","TMEM229A","ENSG00000234224",730130,"GO:0016020","membrane"
"159958","AC006148.1","ENSG00000242593",NA,"",""
"159957","AC006148.2","ENSG00000243574",NA,"",""
"159956","AC005521.1","ENSG00000213296",NA,"",""
"160027","GPR37","ENSG00000170775",2861,"GO:0007186","G protein-coupled receptor signaling pathway"
"161518","POT1","ENSG00000128513",25913,"GO:0003677","DNA binding"
"161517","POT1-AS1","ENSG00000224897",NA,"",""
"161678","EEF1GP1","ENSG00000186676",NA,"",""
"161514","LINC02830","ENSG00000224899",NA,"",""
"161515","AC019155.1","ENSG00000205898",NA,"",""
"161513","AC019155.2","ENSG00000219445",NA,"",""
"161516","AC010099.1","ENSG00000213291",NA,"",""
"163099","AC003975.1","ENSG00000197462",NA,"",""
"164496","GRM8","ENSG00000179603",2918,"GO:0007186","G protein-coupled receptor signaling pathway"
"164494","AC000374.1","ENSG00000227249",NA,"",""
"164495","AC000367.1","ENSG00000224981",NA,"",""
"164493","GRM8-AS1","ENSG00000236340",NA,"",""
"164876","PRELID3BP10","ENSG00000236105",NA,"",""
"165237","ZNF800","ENSG00000048405",168850,"",""
"165221","AC000123.1","ENSG00000224138",NA,"",""
"165373","AC000124.1","ENSG00000226770",NA,"",""
"165773","GCC1","ENSG00000179562",79571,"GO:0005737","cytoplasm"
"165780","ARF5","ENSG00000004059",381,"GO:0005525","GTP binding"
"165755","FSCN3","ENSG00000106328",29999,"",""
"167598","PAX4","ENSG00000106331",5078,"GO:0003677","DNA binding"
"167629","AC073934.1","ENSG00000240790",NA,"",""
"167630","SND1","ENSG00000197157",27044,"GO:0003676","nucleic acid binding"
"167658","AC006529.1","ENSG00000240579",NA,"",""
"167659","LRRC4","ENSG00000128594",64101,"GO:0005515","protein binding"
"152595","MIR593","ENSG00000207588",NA,"",""
"167833","LEP","ENSG00000174697",3952,"GO:0005576","extracellular region"
"167953","AC018635.2","ENSG00000272915",NA,"",""
"168035","RBM28","ENSG00000106344",55131,"GO:0003676","nucleic acid binding"
"170275","PRRT4","ENSG00000224940",401399,"GO:0016020","membrane"
"172163","IMPDH1","ENSG00000106348",3614,"GO:0055114","oxidation-reduction process"
"174307","AC010655.1","ENSG00000228700",NA,"",""
"174321","HILPDA","ENSG00000135245",29923,"GO:0008284","positive regulation of cell population proliferation"
"174320","AC010655.3","ENSG00000272601",NA,"",""
"174308","METTL2B","ENSG00000165055",55798,"",""
"175722","AC090114.2","ENSG00000273270",NA,"",""
"175723","AC108010.1","ENSG00000242588",NA,"",""
"175773","AC090114.1","ENSG00000213280",NA,"",""
"176673","AC018638.4","ENSG00000243302",NA,"",""
"176674","AC018638.2","ENSG00000230715",NA,"",""
"176676","AC018638.1","ENSG00000229413",NA,"",""
"176675","AC018638.5","ENSG00000243679",NA,"",""
"176677","AC018638.7","ENSG00000271553",NA,"",""
"176678","AC018638.3","ENSG00000241493",NA,"",""
"176866","FAM71F2","ENSG00000205085",346653,"",""
"177473","AC018638.6","ENSG00000271344",NA,"",""
"177474","IMP3P2","ENSG00000239722",NA,"",""
"152841","RNA5SP242","ENSG00000201041",NA,"",""
"178011","FAM71F1","ENSG00000135248",84691,"",""
"178558","CALU","ENSG00000128595",813,"GO:0005509","calcium ion binding"
"152819","RN7SL81P","ENSG00000244218",NA,"",""
"178520","OPN1SW","ENSG00000128617",611,"GO:0007186","G protein-coupled receptor signaling pathway"
"180552","CCDC136","ENSG00000128596",64753,"",""
"181320","FLNC","ENSG00000128591",2318,"GO:0005515","protein binding"
"181495","FLNC-AS1","ENSG00000242902",NA,"",""
"181497","ATP6V1F","ENSG00000128524",9296,"GO:1902600","proton transmembrane transport"
"181424","KCP","ENSG00000135253",375616,"",""
"181496","ATP6V1FNB","ENSG00000272899",100130705,"",""
"185435","AC025594.1","ENSG00000224163",NA,"",""
"185776","IRF5","ENSG00000128604",3663,"GO:0006357","regulation of transcription by RNA polymerase II"
"187487","TNPO3","ENSG00000064419",23534,"GO:0005634","nucleus"
"152565","RN7SL306P","ENSG00000242241",NA,"",""
"187764","ODCP","ENSG00000244556",NA,"",""
"169862","TPI1P2","ENSG00000230359",NA,"",""
"168760","AC011005.3","ENSG00000241573",NA,"",""
"168759","CYCSP20","ENSG00000240416",NA,"",""
"169846","AC011005.1","ENSG00000230626",NA,"GO:0005524","ATP binding"
"169140","TSPAN33","ENSG00000158457",340348,"GO:0016021","integral component of membrane"
"152740","RNY1P11","ENSG00000200629",NA,"",""
"169540","SMO","ENSG00000128602",6608,"GO:0016021","integral component of membrane"
"169652","AC011005.4","ENSG00000243230",NA,"",""
"153145","AHCYL2","ENSG00000158467",23382,"GO:0004013","adenosylhomocysteinase activity"
"153144","AC009244.1","ENSG00000238072",NA,"",""
"153725","STRIP2","ENSG00000128578",57464,"GO:0005737","cytoplasm"
"153724","SNRPGP3","ENSG00000239919",NA,"",""
"152672","RNU1-72P","ENSG00000199846",NA,"",""
"153922","SMKR1","ENSG00000240204",100287482,"",""
"153985","AC078846.1","ENSG00000273329",NA,"",""
"154680","NRF1","ENSG00000106459",4899,"",""
"154795","AC084864.1","ENSG00000242078",NA,"",""
"155088","UBE2H","ENSG00000186591",7328,"GO:0000166","nucleotide binding"
"155321","AC073320.2","ENSG00000244036",NA,"",""
"155241","ZC3HC1","ENSG00000091732",51530,"GO:0008270","zinc ion binding"
"152847","RNA5SP245","ENSG00000201109",NA,"",""
"155783","KLHDC10","ENSG00000128607",23008,"GO:0005515","protein binding"
"155847","AC087071.1","ENSG00000229196",NA,"",""
"156324","TMEM209","ENSG00000146842",84928,"GO:0016020","membrane"
"156361","AC087071.2","ENSG00000240571",NA,"",""
"156362","SSMEM1","ENSG00000165120",136263,"",""
"156960","AC024085.1","ENSG00000270992",NA,"",""
"157608","CPA2","ENSG00000158516",1358,"GO:0008270","zinc ion binding"
"170859","CPA4","ENSG00000128510",51200,"",""
"172093","CPA5","ENSG00000158525",93979,"",""
"173467","CPA1","ENSG00000091704",1357,"GO:0008270","zinc ion binding"
"174107","CEP41","ENSG00000106477",95681,"GO:0005737","cytoplasm"
"174403","AC007938.1","ENSG00000259920",NA,"",""
"174735","MESTIT1","ENSG00000272701",NA,"",""
"174844","MEST","ENSG00000106484",4232,"GO:0003824","catalytic activity"
"174736","AC007938.2","ENSG00000270823",NA,"",""
"174486","COPG2","ENSG00000158623",26958,"GO:0006886","intracellular protein transport"
"174843","AC007938.3","ENSG00000270953",NA,"",""
"152750","RNA5SP246","ENSG00000239021",NA,"",""
"174485","AC234644.1","ENSG00000226045",NA,"",""
"174737","TSGA13","ENSG00000213265",114960,"",""
"184237","AC016831.5","ENSG00000271522",NA,"",""
"184326","AC016831.2","ENSG00000229858",NA,"",""
"184378","H4P1","ENSG00000240680",NA,"",""
"184235","AC016831.3","ENSG00000232716",NA,"",""
"184233","LINC00513","ENSG00000233559",NA,"",""
"184238","AC016831.1","ENSG00000226380",NA,"",""
"184380","AC016831.4","ENSG00000271204",NA,"",""
"184236","AC058791.1","ENSG00000273319",NA,"",""
"184232","LINC-PINT","ENSG00000231721",NA,"",""
"152832","RNU6-1010P","ENSG00000199627",NA,"",""
"184239","MKLN1","ENSG00000128585",4289,"",""
"184379","AC009362.1","ENSG00000233287",NA,"",""
"184327","MKLN1-AS","ENSG00000236753",NA,"",""
"184234","AC008264.2","ENSG00000273489",NA,"",""
"169158","PODXL","ENSG00000128567",5420,"GO:0016477","cell migration"
"169192","AC008264.1","ENSG00000224545",NA,"",""
"169276","EEF1B2P6","ENSG00000213261",NA,"",""
"169279","AC093106.1","ENSG00000236238",NA,"",""
"169281","AC093106.2","ENSG00000236395",NA,"",""
"169282","NDUFB9P2","ENSG00000236281",NA,"",""
"169284","CAPZA1P4","ENSG00000233263",NA,"",""
"169285","AC009518.1","ENSG00000224865",NA,"",""
"169433","PLXNA4","ENSG00000221866",91584,"GO:0005515","protein binding"
"169431","AC018643.1","ENSG00000225144",NA,"",""
"169432","AC011625.1","ENSG00000223436",NA,"",""
"156059","AC009365.1","ENSG00000183470",NA,"",""
"156157","AC009365.3","ENSG00000225881",NA,"",""
"156194","CHCHD3","ENSG00000106554",54927,"GO:0005739","mitochondrion"
"156242","AC009365.4","ENSG00000227197",NA,"",""
"156245","AC083873.1","ENSG00000237821",NA,"",""
"156759","EXOC4","ENSG00000131558",60412,"GO:0006904","vesicle docking involved in exocytosis"
"156757","AC083875.1","ENSG00000235429",NA,"",""
"156758","COX5BP3","ENSG00000235967",NA,"",""
"156756","RPS3AP27","ENSG00000226205",NA,"",""
"158710","LRGUK","ENSG00000155530",136332,"GO:0005515","protein binding"
"158819","AC008154.2","ENSG00000231098",NA,"",""
"158820","SLC35B4","ENSG00000205060",84912,"GO:0055085","transmembrane transport"
"158878","AC009275.1","ENSG00000273297",NA,"",""
"160058","AKR1B1","ENSG00000085662",231,"GO:0055114","oxidation-reduction process"
"160809","AKR1B10","ENSG00000198074",57016,"GO:0055114","oxidation-reduction process"
"161593","AKR1B15","ENSG00000227471",441282,"GO:0055114","oxidation-reduction process"
"161638","BPGM","ENSG00000172331",669,"GO:0006096","glycolytic process"
"161996","AC009276.1","ENSG00000224375",NA,"",""
"161999","TUBB3P2","ENSG00000230101",NA,"",""
"162798","CALD1","ENSG00000122786",800,"GO:0003779","actin binding"
"163074","AGBL3","ENSG00000146856",340351,"GO:0008270","zinc ion binding"
"163091","CYREN","ENSG00000122783",78996,"",""
"162797","RNF14P4","ENSG00000223500",NA,"",""
"163087","TMEM140","ENSG00000146859",55281,"GO:0016020","membrane"
"163073","AC083862.1","ENSG00000272941",NA,"",""
"164639","WDR91","ENSG00000105875",29062,"GO:0005515","protein binding"
"164681","AC009542.1","ENSG00000231794",NA,"",""
"165555","STRA8","ENSG00000146857",346673,"GO:0046983","protein dimerization activity"
"165902","CNOT4","ENSG00000080802",4850,"GO:0046872","metal ion binding"
"165953","SDHDP2","ENSG00000227073",NA,"",""
"170155","NUP205","ENSG00000155561",23165,"GO:0005643","nuclear pore"
"170874","AC093107.2","ENSG00000271414",NA,"",""
"170875","AC093107.1","ENSG00000223718",NA,"",""
"171068","STMP1","ENSG00000243317",647087,"",""
"170973","SLC13A4","ENSG00000164707",26266,"",""
"170876","AC091736.1","ENSG00000273219",NA,"",""
"170877","FAM180A","ENSG00000189320",389558,"",""
"171885","AC015987.1","ENSG00000224746",NA,"",""
"171837","MTPN","ENSG00000105887",136319,"GO:0005515","protein binding"
"152686","RNU6-223P","ENSG00000199700",NA,"",""
"171892","AC024084.2","ENSG00000230649",NA,"",""
"171894","AC078845.1","ENSG00000232053",NA,"",""
"171911","ZP3P2","ENSG00000226066",NA,"",""
"171915","AC009264.1","ENSG00000234352",NA,"",""
"171912","PSMC1P3","ENSG00000231244",NA,"",""
"171916","CHRM2","ENSG00000181072",1129,"GO:0007186","G protein-coupled receptor signaling pathway"
"171913","KRT8P51","ENSG00000223657",NA,"",""
"171914","AC009517.1","ENSG00000224469",NA,"",""
"175069","PTN","ENSG00000105894",5764,"GO:0008083","growth factor activity"
"175169","AC078842.3","ENSG00000231114",NA,"",""
"175207","AC078842.2","ENSG00000228031",NA,"",""
"177307","DGKI","ENSG00000157680",9162,"GO:0005515","protein binding"
"177390","AC009245.1","ENSG00000230383",NA,"",""
"178287","CREB3L2","ENSG00000182158",64764,"GO:0006355","regulation of transcription, DNA-templated"
"178384","CREB3L2-AS1","ENSG00000237243",NA,"",""
"178676","AKR1D1","ENSG00000122787",6718,"",""
"178675","AC009263.1","ENSG00000234639",NA,"",""
"178674","AC024082.1","ENSG00000231923",NA,"",""
"180267","RCC2P3","ENSG00000233951",NA,"",""
"180268","AC083867.2","ENSG00000225559",NA,"",""
"180269","PTMAP10","ENSG00000213237",NA,"",""
"180270","IMPDH1P3","ENSG00000214815",NA,"",""
"181252","TRIM24","ENSG00000122779",8805,"GO:0008270","zinc ion binding"
"181364","RPS3AP28","ENSG00000234995",NA,"",""
"182535","SVOPL","ENSG00000157703",136306,"GO:0016021","integral component of membrane"
"182534","AC020983.1","ENSG00000243099",NA,"",""
"182733","UQCRFS1P2","ENSG00000223721",NA,"",""
"184574","ATP6V0A4","ENSG00000105929",50617,"GO:0015078","proton transmembrane transporter activity"
"184571","TMEM213","ENSG00000214128",155006,"GO:0016020","membrane"
"184708","KIAA1549","ENSG00000122778",57670,"GO:0016020","membrane"
"152592","RNU6-1272P","ENSG00000199646",NA,"",""
"185135","ZC3HAV1L","ENSG00000146858",92092,"GO:0005829","cytosol"
"185461","ZC3HAV1","ENSG00000105939",56829,"GO:0046872","metal ion binding"
"185460","AC018644.1","ENSG00000229677",NA,"",""
"186195","TTC26","ENSG00000105948",79989,"GO:0005515","protein binding"
"186297","AC009220.2","ENSG00000239254",NA,"",""
"186602","AC009220.3","ENSG00000271537",NA,"",""
"186603","AC009220.1","ENSG00000228360",NA,"",""
"186604","MZT1P2","ENSG00000271404",NA,"",""
"186722","UBN2","ENSG00000157741",254048,"GO:0005634","nucleus"
"186934","FMC1","ENSG00000164898",154791,"",""
"186940","LUC7L2","ENSG00000146963",51631,"GO:0003729","mRNA binding"
"186932","AC083880.1","ENSG00000273391",NA,"",""
"152770","RNU6-911P","ENSG00000252332",NA,"",""
"169850","KLRG2","ENSG00000188883",346689,"GO:0016020","membrane"
"168761","AC005531.1","ENSG00000253183",NA,"",""
"169417","CLEC2L","ENSG00000236279",154790,"GO:0016020","membrane"
"169416","ERHP1","ENSG00000254270",NA,"",""
"183525","HIPK2","ENSG00000064393",28996,"GO:0005524","ATP binding"
"183293","TBXAS1","ENSG00000059377",6916,"",""
"185227","PARP12","ENSG00000059378",64761,"GO:0046872","metal ion binding"
"185584","KDM7A","ENSG00000006459",80853,"GO:0005634","nucleus"
"152895","AC004849.1","ENSG00000251728",NA,"",""
"185653","KDM7A-DT","ENSG00000260231",NA,"",""
"152830","RNU1-58P","ENSG00000199283",NA,"",""
"185654","AC005377.1","ENSG00000270512",NA,"",""
"185655","PPP1R2P6","ENSG00000241661",NA,"",""
"153581","SLC37A3","ENSG00000157800",84255,"GO:0016020","membrane"
"152910","RNA5SP247","ENSG00000223113",NA,"",""
"152771","RNA5SP248","ENSG00000202472",NA,"",""
"153569","RAB19","ENSG00000146955",401409,"GO:0005525","GTP binding"
"154615","AC069335.1","ENSG00000103200",NA,"",""
"155611","MKRN1","ENSG00000133606",23608,"GO:0046872","metal ion binding"
"157527","DENND2A","ENSG00000146966",27147,"GO:0005737","cytoplasm"
"152527","RN7SL771P","ENSG00000240173",NA,"",""
"158031","ADCK2","ENSG00000133597",90956,"GO:0016020","membrane"
"158030","NDUFB2-AS1","ENSG00000240889",NA,"",""
"157495","NDUFB2","ENSG00000090266",4708,"GO:0005743","mitochondrial inner membrane"
"157766","BRAF","ENSG00000157764",673,"GO:0005524","ATP binding"
"162033","CCT4P1","ENSG00000242703",NA,"",""
"162374","MRPS33","ENSG00000090263",51650,"GO:0006412","translation"
"152643","RNU4-74P","ENSG00000223212",NA,"",""
"162385","TMEM178B","ENSG00000261115",100507421,"GO:0016021","integral component of membrane"
"162390","NDUFB10P2","ENSG00000261624",NA,"",""
"162391","AC005692.1","ENSG00000204990",NA,"",""
